,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
908,909,3.044522437723423,RL,4.2633832685897595,9.092232283495854,Pave,None,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,5.71042701737487,ALQ,5.783825182329737,5.480638923341991,6.762729506931879,GasA,TA,Y,SBrkr,6.805722553416985,0.0,0.0,6.805722553416985,1,0.0,1,0,2,0.6931471805599453,TA,5,Typ,0,None,Attchd,1983.0,Unf,2,484,TA,TA,Y,5.10594547390058,0.0,0.0,0.0,0.0,MnPrv,None,0.0,6,2006,WD,Normal,11.782960235741939
909,910,4.110873864173311,RL,5.0106352940962555,9.440658127038393,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.610696044717759,6.610696044717759,GasA,Ex,Y,SBrkr,6.610696044717759,6.610696044717759,0.0,7.3031700512368,0,0.0,2,1,3,0.6931471805599453,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,2,390,TA,TA,Y,3.6109179126442243,3.2188758248682006,0.0,0.0,0.0,None,None,0.0,6,2009,WD,Normal,12.066816325306588
910,911,4.51085950651685,RL,4.394449154672439,9.358846580275406,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,5.8916442118257715,TA,TA,CBlock,TA,TA,No,Rec,6.095824562432225,Unf,0.0,6.4967749901858625,7.00850518208228,GasA,TA,Y,FuseA,7.00850518208228,7.064759027791802,0.0,7.729735331385051,0,0.0,2,0,5,1.0986122886681098,TA,12,Typ,0,None,Detchd,1960.0,Unf,2,480,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,1,2010,WD,Normal,11.946660519211651
911,912,3.044522437723423,RL,4.2633832685897595,9.13637085177601,Pave,None,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,1989,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,5.2832037287379885,Unf,0.0,6.9782137426306985,7.1459844677143876,GasA,TA,Y,SBrkr,7.1459844677143876,0.0,0.0,7.1459844677143876,0,0.0,1,1,3,0.6931471805599453,Gd,5,Typ,0,None,Detchd,1978.0,Unf,1,252,TA,TA,Y,5.159055299214529,0.0,0.0,0.0,0.0,None,None,0.0,10,2009,WD,Normal,11.874097282798648
912,913,3.4339872044851463,RM,3.9512437185814275,8.71948076085107,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,6.194405391104672,Unf,0.0,5.634789603169249,6.645090969505644,GasA,TA,N,SBrkr,6.923628628138427,0.0,0.0,6.923628628138427,0,0.0,1,0,3,0.6931471805599453,TA,6,Min1,0,None,Detchd,1925.0,Unf,1,450,TA,TA,Y,0.0,0.0,4.727387818712341,0.0,4.795790545596741,MnPrv,Shed,6.431331081933479,7,2006,WD,Abnorml,11.385103457032141
913,914,4.51085950651685,RH,4.418840607796598,8.74369111054302,Pave,None,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,5.652489180268651,Unf,0.0,6.576469569048224,6.90975328164481,GasA,TA,N,FuseA,6.90975328164481,6.90975328164481,0.0,7.602401335665818,0,0.0,2,0,4,1.0986122886681098,TA,8,Typ,0,None,2Types,1949.0,Unf,3,871,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,8,2007,WD,Normal,11.884495917930655
914,915,5.081404364984463,FV,3.4339872044851463,8.006700845440367,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,4.343805421853684,Gd,TA,PConc,Gd,TA,Av,GLQ,5.68697535633982,Unf,0.0,5.765191102784844,6.418364935936212,GasA,Ex,Y,SBrkr,6.418364935936212,6.418364935936212,0.0,7.110696122978827,0,0.0,2,1,2,0.6931471805599453,Gd,4,Typ,0,None,Detchd,2009.0,RFn,2,528,TA,TA,Y,0.0,5.459585514144159,0.0,0.0,0.0,None,None,0.0,6,2009,New,Partial,12.065280672855897
915,916,5.081404364984463,RM,3.091042453358316,7.601901959875166,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,4.394449154672439,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.304448802421981,6.304448802421981,GasA,Fa,Y,SBrkr,6.304448802421981,6.304448802421981,0.0,6.996681488176539,0,0.0,1,1,3,0.6931471805599453,TA,6,Typ,0,None,Attchd,1970.0,Unf,1,286,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,1,2007,WD,Normal,11.225256725762893
916,917,3.044522437723423,C (all),3.9318256327243257,9.105090961257085,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,3,1949,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,3.9318256327243257,Unf,0.0,6.066108090103747,6.175867270105761,GasA,TA,N,FuseA,6.175867270105761,0.0,0.0,6.175867270105761,1,0.0,0,0,1,0.6931471805599453,TA,4,Typ,0,None,Detchd,1958.0,Unf,1,308,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,10,2006,WD,Abnorml,10.471978128496518
917,918,3.044522437723423,RL,4.2633832685897595,9.749228533507058,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.966024187106113,Unf,0.0,4.330733340286331,7.034387929915503,GasA,Ex,Y,FuseA,7.114769448366463,0.0,0.0,7.114769448366463,0,0.0,1,0,3,0.6931471805599453,TA,6,Typ,0,None,Attchd,1956.0,RFn,1,284,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,4,2009,WD,Normal,11.813037464800539
918,919,4.110873864173311,RL,4.6443908991413725,9.482350275033667,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Ex,TA,Mn,BLQ,3.8918202981106265,GLQ,6.453624998892692,6.0473721790462776,7.007600613951853,GasA,Ex,Y,SBrkr,6.816735880594968,7.103322062526113,0.0,7.662937850461535,1,0.0,2,1,4,0.6931471805599453,Gd,8,Typ,1,TA,Attchd,1991.0,RFn,3,833,TA,TA,Y,4.290459441148391,5.262690188904886,5.41610040220442,0.0,0.0,GdPrv,None,0.0,11,2007,WD,Normal,12.380030154325457
919,920,3.044522437723423,RL,4.477336814478207,9.308374112247549,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1958,2002,Hip,CompShg,MetalSd,MetalSd,None,0.0,Ex,TA,CBlock,Gd,TA,No,ALQ,6.270988431858299,BLQ,6.021023349349527,5.5053315359323625,7.077498053569231,GasA,Ex,Y,SBrkr,7.254884810077338,0.0,0.0,7.254884810077338,1,0.0,1,0,3,0.6931471805599453,TA,6,Min1,1,TA,Attchd,1990.0,Unf,2,601,TA,TA,Y,0.0,3.9512437185814275,0.0,0.0,5.25227342804663,None,None,0.0,5,2008,WD,Normal,12.081081821061819
920,921,4.110873864173311,RL,4.2626798770413155,9.043458999670106,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.663439094112067,Gd,Gd,PConc,Gd,Gd,No,GLQ,6.703188113240863,Unf,0.0,4.74493212836325,6.834108738813838,GasA,Ex,Y,SBrkr,6.842683282238422,6.666956792429207,0.0,7.451241684987676,0,0.6931471805599453,2,1,3,0.6931471805599453,Gd,7,Typ,0,None,Attchd,1994.0,RFn,2,471,TA,TA,Y,5.707110264748875,4.477336814478207,0.0,0.0,0.0,None,None,0.0,7,2007,WD,Normal,12.211065162153215
921,922,4.51085950651685,RL,4.219507705176107,9.080003870248179,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,Duplex,1.5Fin,5,7,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.98933526597456,Unf,0.0,5.241747015059643,7.149131598557407,GasA,Gd,Y,SBrkr,7.149131598557407,6.834108738813838,0.0,7.696667081526462,2,0.0,2,2,4,1.0986122886681098,TA,9,Typ,0,None,None,0.0,None,0,0,None,None,N,0.0,4.2626798770413155,0.0,0.0,0.0,GdPrv,None,0.0,9,2008,WD,Normal,11.890683588496984
922,923,3.044522437723423,RL,4.189654742026425,9.233861567017529,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,3.367295829986474,Unf,0.0,7.161622002939187,7.183111701743281,GasA,Ex,Y,SBrkr,7.183111701743281,0.0,0.0,7.183111701743281,0,0.0,2,0,3,0.6931471805599453,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2,397,TA,TA,Y,4.61512051684126,0.0,0.0,3.1780538303479458,0.0,None,None,0.0,10,2006,New,Partial,12.043500773454495
923,924,4.795790545596741,RL,3.9318256327243257,8.98882050177807,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1994,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,5.111987788356544,GLQ,6.7357800142423265,6.395261598115449,7.380879035564116,GasA,Ex,Y,SBrkr,7.388946097618437,0.0,0.0,7.388946097618437,1,0.0,2,0,2,0.6931471805599453,Gd,5,Typ,1,Fa,Attchd,1993.0,RFn,2,533,TA,TA,Y,0.0,4.248495242049359,0.0,0.0,0.0,None,None,0.0,7,2008,WD,Normal,12.170450649220749
924,925,3.044522437723423,RL,4.382026634673881,9.234154550075438,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,5.062595033026967,TA,Gd,CBlock,Gd,TA,No,BLQ,6.439350371100098,LwQ,6.967909201801884,0.0,7.430707082545968,GasA,TA,Y,SBrkr,7.430707082545968,0.0,0.0,7.430707082545968,1,0.0,2,0,3,0.6931471805599453,TA,7,Typ,1,TA,Attchd,1980.0,Unf,2,612,TA,TA,Y,5.953243334287785,4.882801922586371,0.0,0.0,0.0,None,None,0.0,5,2006,WD,Normal,12.242891437918386
925,926,3.044522437723423,RL,4.2633832685897595,9.655795128300506,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,6.643789733147672,LwQ,4.543294782270004,5.58724865840025,7.027314514039777,GasA,TA,Y,SBrkr,7.027314514039777,0.0,0.0,7.027314514039777,0,0.6931471805599453,2,0,3,0.6931471805599453,Ex,6,Typ,0,None,Attchd,1977.0,RFn,2,540,TA,TA,Y,5.198497031265826,0.0,0.0,0.0,0.0,None,None,0.0,3,2008,WD,Abnorml,12.07254696717504
926,927,4.110873864173311,RL,4.543294782270004,9.392661928770137,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.831882477283517,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.074963197966044,7.074963197966044,GasA,Ex,Y,SBrkr,7.118826249062078,7.039660349862076,0.0,7.772752716468742,0,0.0,2,1,4,0.6931471805599453,Ex,10,Typ,1,Gd,BuiltIn,2003.0,Fin,3,656,TA,TA,Y,4.653960350157523,4.61512051684126,0.0,0.0,0.0,None,None,0.0,5,2007,WD,Normal,12.560247968016562
927,928,4.110873864173311,RL,4.2633832685897595,9.200391041122515,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,7,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,5.8377304471659395,TA,TA,CBlock,TA,TA,No,BLQ,6.315358001522335,Unf,0.0,5.638354669333745,6.725033642166843,GasA,Gd,Y,SBrkr,7.002155954403621,6.78105762593618,0.0,7.590346945602565,0,0.0,2,1,4,0.6931471805599453,TA,9,Typ,1,Gd,Attchd,1968.0,RFn,2,486,TA,TA,Y,0.0,3.784189633918261,0.0,0.0,0.0,GdPrv,None,0.0,4,2008,WD,Normal,12.07824495582233
928,929,3.044522437723423,RL,4.2633832685897595,9.379154445411636,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,7.469654172932128,7.469654172932128,GasA,Ex,Y,SBrkr,7.489412083508719,0.0,0.0,7.489412083508719,0,0.0,2,0,3,0.6931471805599453,Ex,7,Typ,1,TA,Attchd,2001.0,RFn,2,522,TA,TA,Y,5.313205979041787,5.0238805208462765,0.0,0.0,0.0,None,None,0.0,6,2009,WD,Normal,12.373707715234994
929,930,4.110873864173311,RL,4.2633832685897595,9.47324295306374,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1997,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.655991810819852,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.872128101338986,6.872128101338986,GasA,Gd,Y,SBrkr,6.901737206656574,7.126087273299125,0.0,7.71289096149013,0,0.0,2,1,4,0.6931471805599453,Gd,8,Typ,1,TA,BuiltIn,1997.0,Fin,2,642,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,11,2006,WD,Normal,12.310437165348775
930,931,3.044522437723423,RL,4.30406509320417,9.096723645189215,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,2.833213344056216,Unf,0.0,7.280008252884188,7.2909747781429814,GasA,Ex,Y,SBrkr,7.2909747781429814,0.0,0.0,7.2909747781429814,0,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,0,None,Attchd,2007.0,Fin,3,610,TA,TA,Y,4.61512051684126,2.9444389791664403,0.0,0.0,0.0,None,None,0.0,7,2009,WD,Normal,12.211065162153215
931,932,3.044522437723423,RL,4.2626798770413155,9.116139576577355,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,5.82600010738045,Rec,6.1463292576688975,4.804021044733257,6.8308742346461795,GasA,Ex,Y,SBrkr,6.8308742346461795,0.0,0.0,6.8308742346461795,0,0.6931471805599453,1,0,2,0.6931471805599453,TA,5,Typ,0,None,Detchd,1965.0,Unf,1,429,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,GdWo,None,0.0,7,2009,WD,Normal,11.674202123168433
932,933,3.044522437723423,RL,4.442651256490317,9.364862411412354,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerst,RRNn,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,ImStucc,Stone,5.713732805509369,Ex,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,7.552762084214147,7.552762084214147,GasA,Ex,Y,SBrkr,7.552762084214147,0.0,0.0,7.552762084214147,0,0.0,2,0,3,0.6931471805599453,Ex,8,Typ,1,Gd,Attchd,2006.0,Fin,3,788,TA,TA,Y,0.0,5.2574953720277815,0.0,0.0,0.0,None,None,0.0,3,2007,WD,Normal,12.676079399771027
933,934,3.044522437723423,RL,4.1588830833596715,9.046408680293819,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.351858133476067,Gd,TA,PConc,Gd,TA,Av,GLQ,3.044522437723423,Unf,0.0,7.300472814267799,7.313886831633462,GasA,Ex,Y,SBrkr,7.313886831633462,0.0,0.0,7.313886831633462,0,0.0,2,0,3,0.6931471805599453,Gd,6,Typ,0,None,Attchd,2004.0,RFn,2,570,TA,TA,Y,5.262690188904886,3.6109179126442243,0.0,0.0,0.0,None,None,0.0,8,2009,WD,Normal,12.154784614286667
934,935,3.044522437723423,RL,5.749392985908253,10.227417172661774,Pave,None,IR2,HLS,AllPub,Inside,Mod,NAmes,PosA,Norm,1Fam,1Story,7,7,1960,2007,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,6.054439346269371,Unf,0.0,5.081404364984463,6.373319789577012,GasA,Ex,Y,SBrkr,7.635303886259415,0.0,0.0,7.635303886259415,1,0.0,2,0,4,0.6931471805599453,Gd,9,Typ,1,Gd,Attchd,1960.0,RFn,2,505,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,11,2008,WD,Normal,12.396697137361691
935,936,3.4339872044851463,RL,3.970291913552122,8.67008593751938,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,5,1926,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,4.6913478822291435,TA,Gd,PConc,Fa,TA,Mn,Unf,0.0,Unf,0.0,6.398594934535208,6.398594934535208,GasA,Gd,Y,SBrkr,6.617402977974478,0.0,0.0,6.617402977974478,0,0.0,1,0,1,0.6931471805599453,TA,5,Typ,0,None,Detchd,1953.0,Unf,2,528,TA,TA,Y,0.0,0.0,3.4965075614664802,0.0,0.0,None,None,0.0,6,2006,WD,Normal,11.288543647320601
936,937,3.044522437723423,RL,4.219507705176107,9.218705288307811,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.726233402358747,Unf,0.0,5.840641657373398,7.0707241072602764,GasA,Ex,Y,SBrkr,7.0909098220799835,0.0,0.0,7.0909098220799835,1,0.0,2,0,2,0.6931471805599453,Gd,5,Typ,0,None,Attchd,2003.0,RFn,2,555,TA,TA,Y,0.0,3.7376696182833684,0.0,0.0,0.0,None,None,0.0,8,2009,WD,Normal,12.127575825689417
937,938,4.110873864173311,RL,4.330733340286331,9.177403871729918,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,5.834810737062605,Unf,0.0,6.650279048587422,7.01571242048723,GasA,Ex,Y,SBrkr,7.01571242048723,6.755768921984255,0.0,7.586803535162581,0,0.0,2,1,3,0.6931471805599453,Gd,8,Typ,1,Gd,Attchd,2005.0,RFn,2,689,TA,TA,Y,0.0,3.8918202981106265,0.0,0.0,0.0,None,None,0.0,2,2009,WD,Normal,12.441148720271016
938,939,4.110873864173311,RL,4.30406509320417,9.078065332666364,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,6.142037405587356,Unf,0.0,6.833031732786201,7.238496840894365,GasA,Ex,Y,SBrkr,7.238496840894365,6.349138991379798,0.0,7.5822291942764615,0,0.0,2,1,3,0.6931471805599453,Gd,7,Typ,0,None,Attchd,2006.0,RFn,3,868,TA,TA,Y,0.0,4.51085950651685,0.0,0.0,0.0,None,None,0.0,8,2006,New,Partial,12.387560521575551
939,940,4.2626798770413155,RL,4.2633832685897595,10.089593605747774,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,6.940222469119639,6.940222469119639,GasA,Ex,Y,SBrkr,7.0967213784947605,7.087573705557973,0.0,7.784889295655098,0,0.0,2,0,4,0.6931471805599453,TA,10,Typ,2,TA,Attchd,1940.0,Unf,1,349,TA,TA,Y,4.04305126783455,0.0,5.765191102784844,0.0,0.0,None,None,0.0,6,2010,COD,Normal,12.406565597924235
940,941,4.51085950651685,RL,4.02535169073515,9.444700778495557,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,Rec,6.842683282238422,LwQ,5.983936280687191,5.983936280687191,7.455298485683291,GasA,TA,Y,SBrkr,7.455298485683291,0.0,0.0,7.455298485683291,0,0.0,2,0,4,1.0986122886681098,TA,8,Typ,0,None,Attchd,1976.0,Unf,2,574,TA,TA,Y,3.713572066704308,0.0,0.0,0.0,0.0,None,None,0.0,7,2006,WD,Normal,11.924379271639218
941,942,4.110873864173311,RL,4.2633832685897595,9.077494458642754,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.700443573390687,Gd,TA,PConc,Gd,TA,No,ALQ,6.650279048587422,Unf,0.0,5.3981627015177525,6.900730664045173,GasA,Ex,Y,SBrkr,6.930494765951626,6.946013991099227,0.0,7.630946580890459,1,0.0,2,1,3,0.6931471805599453,Gd,8,Typ,1,TA,BuiltIn,1999.0,RFn,2,390,TA,TA,Y,0.0,0.0,0.0,5.1298987149230735,0.0,GdPrv,None,0.0,6,2009,WD,Normal,12.273735966890268
942,943,4.51085950651685,RL,3.7612001156935624,8.950532836290382,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,3,1977,1977,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,7.273092595999522,Unf,0.0,0.0,7.273092595999522,GasA,TA,Y,SBrkr,7.273092595999522,0.0,0.0,7.273092595999522,2,0.0,2,0,4,1.0986122886681098,TA,8,Typ,0,None,None,0.0,None,0,0,None,None,N,5.7745515455444085,0.0,0.0,0.0,0.0,None,None,0.0,8,2007,Oth,Abnorml,11.918397239722838
943,944,4.51085950651685,RL,4.61512051684126,10.12667110305036,Pave,None,Reg,Low,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,4,1967,1967,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,7.398174092970465,7.398174092970465,GasA,TA,Y,SBrkr,7.398174092970465,0.0,0.0,7.398174092970465,0,0.0,2,0,4,1.0986122886681098,TA,8,Typ,0,None,Attchd,1967.0,Unf,2,576,TA,TA,P,0.0,0.0,0.0,0.0,0.0,None,None,0.0,6,2007,WD,Normal,11.870606902224587
944,945,3.044522437723423,RL,4.2633832685897595,9.573315428463395,Pave,None,IR1,Lvl,NoSeWa,CulDSac,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,6,1958,1958,Gable,CompShg,HdBoard,HdBoard,BrkFace,6.295266001439646,TA,TA,CBlock,TA,TA,No,GLQ,4.718498871295094,Rec,5.872117789475416,5.872117789475416,6.709304340258298,GasA,Gd,Y,FuseA,7.20414929203594,0.0,0.0,7.20414929203594,0,0.6931471805599453,1,0,3,0.6931471805599453,Gd,7,Typ,1,Gd,Basment,1958.0,RFn,2,525,TA,TA,Y,0.0,4.77912349311153,0.0,0.0,5.455321115357702,None,None,0.0,1,2009,COD,Abnorml,11.83138646878959
945,946,3.9318256327243257,RM,4.59511985013459,9.084890521258767,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1890,1996,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,6.9930151229329605,Unf,0.0,0.0,6.9930151229329605,GasA,TA,Y,SBrkr,7.080867896690782,6.331501849893691,4.795790545596741,7.533693709848633,0,0.0,1,0,2,0.6931471805599453,TA,7,Typ,0,None,Detchd,1963.0,Unf,2,456,TA,TA,Y,3.8918202981106265,0.0,5.501258210544727,0.0,0.0,MnWw,None,0.0,9,2009,WD,Normal,11.735276702486741
946,947,4.394449154672439,RL,4.2626798770413155,9.007489523929735,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,6,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.859812404361672,TA,Gd,CBlock,TA,TA,Av,ALQ,6.618738983517219,BLQ,5.68697535633982,4.634728988229636,7.0431599159883405,GasA,TA,Y,SBrkr,7.0431599159883405,0.0,0.0,7.0431599159883405,1,0.0,1,0,3,0.6931471805599453,TA,6,Typ,1,TA,Attchd,1959.0,RFn,1,796,TA,TA,Y,4.465908118654584,0.0,0.0,0.0,0.0,None,None,0.0,3,2006,WD,Normal,11.870606902224587
